# ATA008_iter2-Audited.csv | TFG HIDS - Fase 3 A2.1 (R-09/R-13) | ata=ATA008 iter=2 | modo=ataque | alerta=Dataset/Ataques/Resultados/Wazuh/linux/CSV/ATA008_iter2-Detalle.csv sha256=81a15a187221267f90599a60d4d1c546d3036e8f64653092fed826073d43eccb | catalogo=Dataset/Legitimo/ruleids_legitimos.csv sha256=388dce2f0a3c51e8dcb5583a393a25d4b9483e35881701817bc1d3bd41561be8 | esperado=Dataset/Ataques/Comandos\T1048-Exfiltration_Over_Alternative_Protocol\ATA008_esperado.csv sha256=6adb1cca735aa125792eae73768884779c97a1b4a989dc93dd179fba1d0f7e57 | revision=Dataset/Ataques/Resultados/Wazuh/linux/Auditado/ATA008_iter2-Revision.csv sha256=d13dd81937510f057cb8bfec470b39e57cfb23d5b8bcf15b998507b97c654d04 | conteos: filas=724 deteccion=2 auto_ruido=603 ruido_conocido=119 dudosa=0 | columnas: ata_id,iter,timestamp_utc,agent_name,rule_id,rule_level,rule_groups,rs_origen,rule_description,categoria,motivo,atribucion,revision,veredicto_humano,evidencia
ata_id,iter,timestamp_utc,agent_name,rule_id,rule_level,rule_groups,rs_origen,rule_description,categoria,motivo,atribucion,revision,veredicto_humano,evidencia
ATA008,2,2026-09-25T20:58:51.139Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/cat.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.142Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/find.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.144Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/grep.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.147Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.149Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.152Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/cut.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.154Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/id.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.157Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.159Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/date.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.162Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/stat.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.164Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/expr.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.167Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/cat.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.169Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.171Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.178Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.178Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.178Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/find.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.181Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.183Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/sort.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.185Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.188Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.195Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.195Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.195Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/grep.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.197Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.199Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/id.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.202Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/stat.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.204Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/gawk.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.207Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/date.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.213Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/cat.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.213Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.213Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/date.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.215Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.218Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: /run/.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:58:51.225Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/bash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.228Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/date.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.230Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/bash.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.233Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/date.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.235Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/wget.,deteccion,senal:T1048-S1,T1048|Process Creation,,,audit_exe=/usr/bin/wget
ATA008,2,2026-09-25T20:58:51.238Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: index.html.tmp.,deteccion,senal:T1048-S1,T1048|Process Creation,,,audit_exe=/usr/bin/wget
ATA008,2,2026-09-25T20:58:51.240Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/date.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:58:51.247Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: /run/systemd/sessions/16.ref.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:58:51.249Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: /run/systemd/sessions/.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:58:51.251Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: /run/systemd/users/.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:58:51.259Z,victima-linux,5715,3,syslog|sshd|authentication_success,RS1,sshd: authentication success.,ruido_conocido,sin_campos,,resuelta,ruido,"revisor=humano (veredicto en bloque);fecha=2026-09-25;nota=criterio fijado por el humano el 2026-09-25 (sesiones del operador, ajenas al ataque)"
ATA008,2,2026-09-25T20:58:51.259Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: /run/systemd/sessions/16.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:58:51.259Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: /run/systemd/users/.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:58:51.261Z,victima-linux,5501,3,pam|syslog|authentication_success,RS1,PAM: Login session opened.,ruido_conocido,sin_campos,,resuelta,ruido,"revisor=humano (veredicto en bloque);fecha=2026-09-25;nota=criterio fijado por el humano el 2026-09-25 (sesiones del operador, ajenas al ataque)"
ATA008,2,2026-09-25T20:58:51.274Z,victima-linux,5502,3,pam|syslog,RS1,PAM: Login session closed.,ruido_conocido,sin_campos,,resuelta,ruido,"revisor=humano (veredicto en bloque);fecha=2026-09-25;nota=criterio fijado por el humano el 2026-09-25 (sesiones del operador, ajenas al ataque)"
ATA008,2,2026-09-25T20:58:53.055Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: var/run/.,auto_ruido,auto_ruido:wazuh-agentd,,,,audit_exe=/var/ossec/bin/wazuh-agentd
ATA008,2,2026-09-25T20:58:59.050Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: var/run/.,auto_ruido,auto_ruido:wazuh-agentd,,,,audit_exe=/var/ossec/bin/wazuh-agentd
ATA008,2,2026-09-25T20:59:01.046Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: /run/systemd/users/.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.047Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: /run/user/1000/systemd/units/invocation:dbus.socket.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.048Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/lib/systemd/systemd-executor.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:59:01.051Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/systemctl.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:59:01.053Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/lib/systemd/systemd-executor.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:59:01.056Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/systemctl.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:59:01.058Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: /run/user/1000/systemd/units/invocation:gpg-agent-ssh.socket.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.060Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: init.scope.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.063Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: app-xdg\x2duser\x2ddirs@autostart.service.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.066Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: app-xdg\x2duser\x2ddirs@autostart.service.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.068Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: app-snap\x2duserd\x2dautostart@autostart.service.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.070Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: xdg-desktop-autostart.target.wants.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.072Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: app-snap\x2duserd\x2dautostart@autostart.service.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.075Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: /run/user/1000/systemd/generator.late.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.080Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: /run/systemd/users/.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.082Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/lib/systemd/systemd-executor.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:59:01.085Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: /run/systemd/users/1000.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.087Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/lib/systemd/systemd-user-runtime-dir.,ruido_conocido,baseline,,,,rule_id=80792
ATA008,2,2026-09-25T20:59:01.091Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: snapd-session-agent.socket.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.093Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: pk-debconf-socket.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.100Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: S.gpg-agent.ssh.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.100Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: S.keyboxd.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.101Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: S.gpg-agent.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.102Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: S.gpg-agent.extra.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.105Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: S.gpg-agent.browser.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.113Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: S.dirmngr.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.113Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: bus.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.113Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: gnupg.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.115Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: private.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.118Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: notify.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.125Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: .os-release-stage.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.125Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: os-release.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.125Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: units.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.127Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: propagate.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.131Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: chr.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.137Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: dir.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.137Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: fifo.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.137Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: sock.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.139Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: reg.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.142Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: inaccessible.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.146Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: systemd.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.160Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: /run/user/1000.,ruido_conocido,baseline,,,,rule_id=80791
ATA008,2,2026-09-25T20:59:01.244Z,victima-linux,5502,3,pam|syslog,RS1,PAM: Login session closed.,ruido_conocido,sin_campos,,resuelta,ruido,"revisor=humano (veredicto en bloque);fecha=2026-09-25;nota=criterio fijado por el humano el 2026-09-25 (sesiones del operador, ajenas al ataque)"
ATA008,2,2026-09-25T20:59:03.044Z,victima-linux,80791,3,audit|audit_watch_delete|audit_watch_write,RS2,Audit: Deleted: var/run/.,auto_ruido,auto_ruido:wazuh-agentd,,,,audit_exe=/var/ossec/bin/wazuh-agentd
ATA008,2,2026-09-25T20:59:03.073Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,auto_ruido,auto_ruido:dash,,,,audit_cwd=/var/ossec
ATA008,2,2026-09-25T20:59:03.074Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/ps.,auto_ruido,auto_ruido:ps,,,,audit_cwd=/var/ossec
ATA008,2,2026-09-25T20:59:05.042Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,auto_ruido,auto_ruido:dash,,,,audit_cwd=/var/ossec
ATA008,2,2026-09-25T20:59:05.042Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/ps.,auto_ruido,auto_ruido:ps,,,,audit_cwd=/var/ossec
ATA008,2,2026-09-25T20:59:05.044Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,auto_ruido,auto_ruido:dash,,,,audit_cwd=/var/ossec
ATA008,2,2026-09-25T20:59:05.046Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/ps.,auto_ruido,auto_ruido:ps,,,,audit_cwd=/var/ossec
ATA008,2,2026-09-25T20:59:05.049Z,victima-linux,80792,3,audit|audit_command,RS2,Audit: Command: /usr/bin/dash.,auto_ruido,auto_ruido:dash,,,,audit_cwd=/var/ossec
