# ATA013_iter1-Detalle_raw.csv | detalle por alerta (una fila/alerta) | TFG HIDS - Fase 3 A2.1 (paso 0) | alertas=/var/ossec/logs/alerts/2026/Sep/ossec-alerts-25.json | ventana=2026-09-25T21:43:03Z..2026-09-25T21:43:43Z | leidas=30809 en_ventana=847 no_json=0 | columnas: timestamp_utc,agent_name,rule_id,rule_level,rule_description,rule_groups,rs_origen,audit_exe,audit_cwd,audit_key,audit_type,audit_file,audit_dir,syscheck_path
timestamp_utc,agent_name,rule_id,rule_level,rule_description,rule_groups,rs_origen,audit_exe,audit_cwd,audit_key,audit_type,audit_file,audit_dir,syscheck_path
2026-09-25T21:43:05.220Z,victima-linux,80792,3,Audit: Command: /usr/sbin/sshd.,audit|audit_command,RS2,/usr/sbin/sshd,/,audit-wazuh-c,SYSCALL,/usr/sbin/sshd,,
2026-09-25T21:43:05.225Z,victima-linux,80780,3,Audit: Watch - Write access.,audit|audit_watch_write,RS2,/usr/sbin/sshd,,audit-wazuh-w,SYSCALL,,,
2026-09-25T21:43:05.230Z,victima-linux,80791,3,Audit: Deleted: /run/systemd/users/.,audit|audit_watch_delete|audit_watch_write,RS2,/usr/lib/systemd/systemd-logind,/,audit-wazuh-w,SYSCALL,/run/systemd/users/,/run/systemd/users/,
2026-09-25T21:43:05.232Z,victima-linux,80791,3,Audit: Deleted: /run/systemd/users/.,audit|audit_watch_delete|audit_watch_write,RS2,/usr/lib/systemd/systemd-logind,/,audit-wazuh-w,SYSCALL,/run/systemd/users/,/run/systemd/users/,
2026-09-25T21:43:05.235Z,victima-linux,80792,3,Audit: Command: /usr/lib/systemd/systemd-executor.,audit|audit_command,RS2,/usr/lib/systemd/systemd-executor,/,audit-wazuh-c,SYSCALL,/proc/self/fd/9,,
2026-09-25T21:43:05.237Z,victima-linux,80791,3,Audit: Deleted: /run/systemd/sessions/.,audit|audit_watch_delete|audit_watch_write,RS2,/usr/lib/systemd/systemd-logind,/,audit-wazuh-w,SYSCALL,/run/systemd/sessions/,/run/systemd/sessions/,
2026-09-25T21:43:05.240Z,victima-linux,80791,3,Audit: Deleted: /run/systemd/users/.,audit|audit_watch_delete|audit_watch_write,RS2,/usr/lib/systemd/systemd-logind,/,audit-wazuh-w,SYSCALL,/run/systemd/users/,/run/systemd/users/,
2026-09-25T21:43:05.242Z,victima-linux,80792,3,Audit: Command: /usr/lib/systemd/systemd-user-runtime-dir.,audit|audit_command,RS2,/usr/lib/systemd/systemd-user-runtime-dir,/,audit-wazuh-c,SYSCALL,/usr/lib/systemd/systemd-user-runtime-dir,,
2026-09-25T21:43:05.248Z,victima-linux,80792,3,Audit: Command: /usr/lib/systemd/systemd-executor.,audit|audit_command,RS2,/usr/lib/systemd/systemd-executor,/,audit-wazuh-c,SYSCALL,/proc/self/fd/9,,
2026-09-25T21:43:05.255Z,victima-linux,80780,3,Audit: Watch - Write access.,audit|audit_watch_write,RS2,/usr/lib/systemd/systemd-executor,,audit-wazuh-w,SYSCALL,,,
2026-09-25T21:43:05.262Z,victima-linux,80792,3,Audit: Command: /usr/lib/systemd/systemd.,audit|audit_command,RS2,/usr/lib/systemd/systemd,/,audit-wazuh-c,SYSCALL,/usr/lib/systemd/systemd,,
2026-09-25T21:43:05.265Z,victima-linux,80792,3,Audit: Command: /usr/lib/systemd/user-environment-generators/30-systemd-environment-d-generator.,audit|audit_command,RS2,/usr/lib/systemd/user-environment-generators/30-systemd-environment-d-generator,/,audit-wazuh-c,SYSCALL,/usr/lib/systemd/user-environment-generators/30-systemd-environment-d-generator,,
2026-09-25T21:43:05.267Z,victima-linux,80792,3,Audit: Command: /usr/lib/systemd/user-generators/systemd-xdg-autostart-generator.,audit|audit_command,RS2,/usr/lib/systemd/user-generators/systemd-xdg-autostart-generator,/,audit-wazuh-c,SYSCALL,/usr/lib/systemd/user-generators/systemd-xdg-autostart-generator,,
2026-09-25T21:43:05.270Z,victima-linux,80782,3,Audit: Watch - Write access: /run/user/1000/systemd/.,audit|audit_watch_write,RS2,/usr/lib/systemd/systemd,/,audit-wazuh-w,SYSCALL,,/run/user/1000/systemd/,
2026-09-25T21:43:05.272Z,victima-linux,80782,3,Audit: Watch - Write access: /run/user/1000/systemd/.,audit|audit_watch_write,RS2,/usr/lib/systemd/systemd,/,audit-wazuh-w,SYSCALL,,/run/user/1000/systemd/,
2026-09-25T21:43:05.280Z,victima-linux,80791,3,Audit: Deleted: /run/user/1000/systemd/units/.,audit|audit_watch_delete|audit_watch_write,RS2,/usr/lib/systemd/systemd,/,audit-wazuh-w,SYSCALL,/run/user/1000/systemd/units/,/run/user/1000/systemd/units/,
